ARR_DELAY,DAY_OF_WEEK,DEP_DELAY,DISTANCE
3,2,-10,196
3,1,10,196
6,3,-1,196
11,5,20,196
12,5,0,196
20,2,15,196
26,5,-2,196
27,6,32,196
40,6,45,196
41,3,47,196
44,2,53,196
48,3,20,196
62,7,72,196
63,2,74,196
75,2,59,196
146,1,150,196
-27,1,-3,197
-19,1,-10,197
-19,7,-3,197
-18,6,-7,197
-17,2,-3,197
-16,3,-5,197
-14,1,-4,197
-13,3,-5,197
-13,3,-3,197
-11,6,-2,197
-10,5,-4,197
-10,7,-4,197
-8,4,-1,197
-6,4,7,197
-5,5,-2,197
-3,6,-6,197
-3,2,-4,197
-3,3,12,197
-2,4,3,197
-2,2,8,197
-1,4,-2,197
0,4,-3,197
2,1,-2,197
3,2,-3,197
12,4,-3,197
12,1,23,197
13,1,21,197
18,3,18,197
19,3,27,197
24,2,26,197
84,7,78,197
-27,5,-12,198
-21,3,-11,198
-17,7,-8,198
-14,7,-5,198
21,7,41,198
57,2,63,198
-37,5,-6,199
-27,7,-5,199
-20,2,-8,199
-20,5,-5,199
-14,4,-8,199
-14,5,-7,199
-14,4,-1,199
-13,3,-4,199
-11,2,-6,199
-11,2,-3,199
-10,7,-12,199
-10,2,-3,199
-10,5,-3,199
-9,3,-4,199
-8,3,-8,199
-6,4,-5,199
-6,6,-1,199
-5,5,-7,199
-1,3,-4,199
7,5,21,199
15,2,14,199
20,4,-3,199
27,4,36,199
35,3,35,199
51,3,54,199
119,4,95,199
-22,5,-5,200
-19,3,-6,200
-18,5,1,200
-17,1,-15,200
-17,2,-7,200
-12,4,-3,200
-12,4,6,200
-11,4,-12,200
-9,4,8,200
-9,3,13,200
-7,5,-21,200
-7,6,-17,200
-7,4,-7,200
-5,2,5,200
-4,2,0,200
-3,6,-9,200
-2,5,-6,200
-2,5,12,200
0,5,2,200
1,7,-10,200
1,5,12,200
5,1,17,200
10,1,7,200
12,7,23,200
13,2,-2,200
20,5,31,200
24,4,30,200
25,2,26,200
30,2,48,200
30,3,49,200
45,1,52,200
49,5,54,200
67,1,88,200
154,7,161,200
-20,6,-10,201
-17,7,-7,201
-16,3,-8,201
-16,7,-8,201
-16,4,-7,201
-14,3,-5,201
-12,7,-9,201
-12,2,-4,201
-11,4,-12,201
-11,3,-9,201
-10,4,-11,201
-10,7,-7,201
-8,3,-6,201
-7,3,-8,201
-7,7,-7,201
-7,2,-6,201
-7,5,-5,201
-7,4,8,201
-6,1,-8,201
-6,7,-7,201
-4,5,-8,201
-4,5,-8,201
-4,1,4,201
-3,7,-6,201
-3,7,-4,201
-2,4,-7,201
-2,3,-5,201
-2,5,-2,201
-2,2,3,201
-1,3,-4,201
0,3,-1,201
0,7,0,201
1,1,5,201
3,4,-1,201
3,1,0,201
4,5,-3,201
4,4,0,201
5,4,-6,201
6,7,-6,201
6,7,-6,201
6,4,5,201
11,4,-8,201
12,1,-2,201
13,1,0,201
15,2,17,201
19,6,12,201
20,5,39,201
40,5,45,201
114,4,100,201
-22,5,-3,204
-20,4,-6,204
-12,3,-4,204
-11,3,-1,204
-10,2,-2,204
-8,4,-4,204
-8,2,-1,204
-6,2,-3,204
-6,1,2,204
-5,5,-2,204
1,3,9,204
4,4,-1,204
7,3,-5,204
42,5,49,204
76,3,52,204
-31,3,-13,205
-30,4,-10,205
-8,1,-4,205
-1,1,-1,205
11,5,19,205
-6,2,-5,207
-3,6,0,207
7,6,-3,208
215,2,201,208
-26,2,-15,209
-22,4,-4,209
-19,1,-9,209
-19,6,-9,209
-16,2,-10,209
-14,3,-1,209
-12,2,-12,209
-12,3,-6,209
-11,7,-9,209
-11,3,-2,209
-9,2,-9,209
-9,3,-9,209
-5,1,-6,209
-5,3,-4,209
-5,1,0,209
-4,3,-11,209
-2,1,-6,209
-1,1,-7,209
0,7,-6,209
1,4,-3,209
3,6,-3,209
4,4,-6,209
8,1,10,209
9,4,-6,209
9,7,-4,209
10,4,1,209
11,7,22,209
14,4,-8,209
15,4,17,209
19,1,15,209
22,4,-5,209
28,7,-3,209
30,5,25,209
31,5,1,209
35,4,43,209
98,5,99,209
-26,2,-4,210
-20,1,-2,210
-19,2,-5,210
-19,7,-2,210
-17,6,-2,210
19,4,24,210
39,3,22,210
-31,5,-11,212
-22,6,-6,212
-12,5,0,212
-9,1,-10,212
-7,3,-9,212
-7,7,-5,212
-6,4,11,212
-4,2,-7,212
-3,5,-4,212
-2,2,-6,212
4,2,5,212
5,4,2,212
6,4,-3,212
12,4,13,212
18,1,-5,212
19,7,6,212
20,2,28,212
24,3,10,212
54,3,24,212
75,7,2,212
93,2,29,212
118,3,126,212
-35,6,-9,213
-33,4,-23,213
-27,1,-26,213
-22,5,-6,213
-19,5,-1,213
-17,5,-7,213
-16,4,-10,213
-16,7,-4,213
-14,1,-10,213
-6,5,10,213
-5,3,-5,213
-5,4,-5,213
-4,5,-2,213
-2,4,-7,213
-1,3,-7,213
1,7,-8,213
6,5,5,213
19,3,3,213
22,2,0,213
24,1,-2,213
26,5,-9,213
44,4,51,213
53,2,28,213
53,2,33,213
63,4,77,213
227,7,162,213
-29,6,-6,214
-28,3,-5,214
-22,7,-5,214
-20,5,-7,214
-19,2,-8,214
-19,3,-7,214
-18,3,-4,214
-17,2,-6,214
-17,7,-6,214
-16,3,-6,214
-16,5,-6,214
-16,7,-2,214
-15,5,-9,214
-15,5,-7,214
-15,7,-2,214
-13,2,-8,214
-13,2,-2,214
-12,1,12,214
-11,1,-3,214
-11,1,8,214
-10,4,-7,214
-10,6,-1,214
-10,7,-1,214
-10,6,3,214
-10,3,4,214
-9,3,-7,214
-9,3,-6,214
-9,3,-5,214
-9,3,-5,214
-9,3,-1,214
-7,2,4,214
-6,2,-6,214
-5,3,-2,214
-5,1,3,214
-5,3,9,214
-3,4,-4,214
-2,5,-3,214
-2,4,1,214
0,3,-6,214
2,1,3,214
3,3,-2,214
4,3,1,214
6,1,11,214
8,4,17,214
9,5,10,214
10,3,-2,214
12,2,23,214
13,5,0,214
14,2,-6,214
14,2,22,214
15,4,-3,214
23,1,8,214
25,4,27,214
26,1,24,214
26,6,40,214
28,4,23,214
29,4,9,214
29,3,43,214
34,5,51,214
36,4,-1,214
36,1,10,214
38,2,39,214
41,4,37,214
43,3,3,214
46,1,32,214
55,1,52,214
56,2,22,214
58,2,64,214
64,2,58,214
69,5,40,214
69,1,74,214
80,3,3,214
84,3,52,214
94,5,110,214
106,7,115,214
129,7,123,214
475,5,479,214
588,5,594,214
-15,2,-13,215
-4,5,-5,215
-3,7,0,215
-2,4,-6,215
0,5,-5,215
4,4,2,215
26,5,20,215
30,2,43,215
40,2,15,215
41,3,41,215
50,5,48,215
62,2,4,215
107,2,110,215
-19,4,-8,216
-16,7,-2,216
-15,7,-14,216
-15,5,-5,216
-11,3,-7,216
-11,7,-7,216
-11,4,-2,216
-10,7,-11,216
-8,3,-9,216
-8,7,-4,216
-7,7,-2,216
-6,2,-11,216
-4,4,-7,216
-4,2,-6,216
-4,4,-5,216
-4,6,-5,216
-4,1,-2,216
-3,3,-3,216
-3,6,-3,216
-2,2,-6,216
-2,4,-5,216
-2,5,-5,216
-2,4,-4,216
-2,4,-4,216
-2,3,-3,216
-2,1,0,216
-2,7,0,216
0,2,-5,216
1,3,-3,216
2,5,-4,216
2,7,-3,216
3,7,-4,216
3,5,-2,216
3,7,2,216
4,6,-7,216
6,1,-3,216
6,6,11,216
7,5,-4,216
7,3,0,216
7,4,0,216
11,7,3,216
12,5,1,216
13,4,10,216
13,7,12,216
13,7,15,216
13,1,16,216
17,6,20,216
18,2,10,216
22,4,15,216
38,6,34,216
40,6,26,216
64,6,57,216
74,2,81,216
-23,6,-9,220
-10,1,-5,220
-8,6,1,220
-6,2,5,220
-2,4,5,220
7,7,10,220
15,2,27,220
16,1,-2,220
24,4,19,220
29,3,40,220
30,2,18,220
46,4,44,220
76,4,82,220
-7,4,-13,221
3,1,-5,221
3,7,0,221
7,7,8,221
13,4,2,221
-19,5,-7,222
-10,5,-3,222
-7,1,-6,222
-5,5,-4,222
-3,5,-5,222
5,6,10,222
10,3,-4,222
115,1,89,222
128,3,124,222
128,4,140,222
-15,5,-7,223
-15,6,-4,223
-14,6,-1,223
-14,5,0,223
-13,1,-8,223
-13,1,0,223
-12,3,-6,223
-12,1,-4,223
-12,5,6,223
-11,3,-7,223
-11,3,-6,223
-11,5,-2,223
-10,4,-4,223
-10,6,-4,223
-10,6,-3,223
-10,3,0,223
-9,6,-5,223
-9,2,0,223
-8,3,-1,223
-7,1,-7,223
-7,4,-5,223
-7,7,-4,223
-7,3,-2,223
-7,7,-2,223
-5,6,-5,223
-5,6,6,223
-4,4,-4,223
-4,4,-2,223
-3,1,5,223
-2,1,0,223
-1,5,-6,223
1,4,-1,223
1,6,0,223
2,4,-1,223
2,1,2,223
3,5,-1,223
3,6,-1,223
3,7,11,223
5,3,-6,223
6,5,6,223
7,2,-3,223
7,4,1,223
9,3,-7,223
9,6,-4,223
12,4,15,223
13,1,17,223
14,5,-7,223
14,2,19,223
17,4,-2,223
17,5,19,223
19,4,12,223
19,5,16,223
19,7,32,223
24,1,26,223
34,5,39,223
37,2,47,223
54,2,-8,223
55,1,-2,223
55,3,44,223
68,2,63,223
106,7,109,223
133,4,130,223
210,2,180,223
256,4,269,223
-32,6,-7,224
-19,3,-6,224
-18,2,-8,224
-17,6,-7,224
-15,7,-8,224
-15,2,-1,224
-14,1,-5,224
-13,2,-9,224
-13,7,-7,224
-13,2,-4,224
-13,5,-3,224
-13,7,0,224
-12,6,-9,224
-12,3,-8,224
-12,7,-8,224
-11,3,-7,224
-11,7,-7,224
-11,7,-4,224
-10,2,-5,224
-10,5,-4,224
-10,7,0,224
-9,2,-10,224
-9,4,-8,224
-9,5,-8,224
-9,2,0,224
-8,3,-11,224
-8,5,-7,224
-8,6,-6,224
-7,4,-4,224
-7,7,-2,224
-7,2,-1,224
-6,4,-2,224
-5,5,-9,224
-5,1,-6,224
-5,1,-4,224
-4,4,-10,224
-4,2,-8,224
-4,4,-7,224
-4,1,-5,224
-4,6,-3,224
-3,6,-6,224
-3,5,-3,224
-1,3,-10,224
-1,4,-7,224
-1,1,-1,224
0,1,1,224
1,2,-5,224
1,2,-5,224
1,5,-4,224
1,4,-3,224
2,7,1,224
3,1,-10,224
3,4,-5,224
5,7,6,224
6,2,-1,224
8,3,-15,224
8,6,4,224
9,1,20,224
10,3,18,224
12,3,4,224
13,5,-1,224
15,4,4,224
16,4,12,224
18,5,10,224
21,1,17,224
24,5,22,224
27,3,24,224
33,7,8,224
37,4,29,224
49,6,37,224
50,2,66,224
53,6,60,224
63,2,15,224
72,1,71,224
82,1,66,224
100,2,99,224
102,1,92,224
168,6,198,224
338,2,348,224
-26,3,-4,226
-26,7,-4,226
-21,3,-11,226
-19,4,-4,226
-18,6,-4,226
-17,3,-6,226
-17,5,-4,226
-17,7,-3,226
-17,6,-1,226
-16,5,-6,226
-16,6,-6,226
-16,7,-3,226
-15,7,-4,226
-15,7,-4,226
-14,3,-5,226
-14,4,-4,226
-14,3,-3,226
-14,4,-3,226
-13,4,-4,226
-13,5,-4,226
-13,4,-2,226
-13,5,-2,226
-12,3,-9,226
-12,1,-3,226
-10,5,-5,226
-10,1,-3,226
-10,3,-3,226
-10,2,-2,226
-10,5,7,226
-9,1,-7,226
-9,7,1,226
-8,1,-4,226
-8,3,0,226
-7,4,-4,226
-7,6,-4,226
-7,1,-1,226
-6,6,-7,226
-6,4,-2,226
-6,3,-1,226
-6,1,1,226
-5,7,-1,226
-4,2,0,226
-4,2,0,226
-3,1,0,226
-1,6,-3,226
-1,1,-1,226
-1,3,0,226
0,5,-2,226
0,1,1,226
1,1,-3,226
3,2,-2,226
3,7,-1,226
3,6,0,226
3,5,1,226
3,5,3,226
4,2,-7,226
9,1,0,226
9,6,0,226
10,4,-5,226
10,7,9,226
12,3,-2,226
12,6,24,226
13,5,-3,226
13,7,-3,226
16,7,-1,226
17,4,2,226
21,2,-2,226
26,1,19,226
31,6,42,226
32,2,-5,226
34,2,-2,226
173,2,182,226
-19,2,-3,227
-18,2,-5,227
-17,4,-4,227
-16,1,-10,227
-12,1,-2,227
-11,4,-4,227
-10,5,-9,227
-9,4,-5,227
-9,7,-4,227
-8,5,-5,227
-7,2,-11,227
-7,7,-1,227
-5,3,-2,227
-5,5,-1,227
-4,4,-5,227
-2,3,-7,227
0,1,17,227
2,4,2,227
2,7,5,227
4,4,13,227
5,1,5,227
6,7,-3,227
10,2,2,227
17,2,29,227
22,1,26,227
28,1,36,227
44,6,2,227
63,7,39,227
89,7,99,227
-26,5,5,228
-25,2,-4,228
-21,3,-5,228
-20,3,-3,228
-16,6,-4,228
-15,5,-4,228
-11,5,-5,228
-11,1,-2,228
-11,3,-2,228
-8,6,-7,228
-8,7,-4,228
-7,2,-5,228
-7,5,-4,228
-5,1,0,228
2,4,-2,228
2,6,-2,228
7,1,7,228
12,3,-5,228
12,3,12,228
15,5,-7,228
16,3,22,228
18,1,24,228
22,2,6,228
22,2,12,228
23,4,9,228
24,3,29,228
33,3,20,228
69,4,71,228
112,5,112,228
130,3,124,228
291,2,292,228
392,7,396,228
-18,2,-7,229
-14,1,-13,229
-11,5,-2,229
-10,7,-7,229
-7,2,-6,229
-7,4,-2,229
-6,4,3,229
-5,7,-2,229
-3,4,-5,229
-3,5,1,229
-2,2,0,229
-2,5,0,229
-2,5,5,229
1,4,-3,229
5,2,8,229
8,3,-4,229
8,4,-3,229
8,3,17,229
15,5,18,229
24,1,1,229
30,5,4,229
35,4,45,229
45,1,35,229
98,4,103,229
130,5,126,229
216,2,234,229
-7,5,-2,230
-4,5,0,230
0,3,6,230
2,1,1,230
3,6,1,230
4,2,-2,230
20,3,-1,230
30,1,32,230
44,1,45,230
-32,7,-8,231
-24,5,0,231
-21,2,-4,231
-19,4,-1,231
-17,1,-10,231
-16,3,-10,231
-14,5,-7,231
-13,7,-2,231
-12,6,-8,231
-11,4,-7,231
7,7,11,231
23,6,5,231
38,1,38,231
43,6,16,231
75,6,74,231
76,1,80,231
9,5,3,232
-31,7,-11,234
-30,5,-19,234
-25,6,-16,234
-21,1,-12,234
-9,6,-4,234
4,5,-9,234
4,7,1,234
35,5,23,234
62,6,57,234
63,4,69,234
-31,4,-6,235
-26,4,-1,235
-23,6,-6,235
-21,1,2,235
-16,2,-3,235
-15,7,-5,235
-14,4,-7,235
-14,1,-3,235
-11,2,-6,235
-11,2,-4,235
-8,1,-7,235
-7,2,-1,235
-7,2,-1,235
-7,2,7,235
-7,2,7,235
-6,7,0,235
-5,4,0,235
-3,5,-4,235
-2,7,-4,235
-2,5,-3,235
-2,6,-1,235
-2,5,5,235
-1,7,-6,235
-1,3,-5,235
-1,3,-5,235
2,6,-1,235
2,1,2,235
6,2,15,235
10,6,16,235
17,1,22,235
18,2,29,235
26,4,-4,235
27,2,11,235
29,6,4,235
33,1,43,235
39,3,50,235
43,7,45,235
49,4,22,235
49,5,53,235
51,6,49,235
60,7,57,235
62,7,12,235
72,3,24,235
78,1,46,235
78,6,60,235
102,5,101,235
146,1,144,235
161,7,116,235
169,3,118,235
-26,3,-13,236
-25,5,-9,236
-22,6,-13,236
-22,6,-7,236
-20,3,-7,236
-19,2,-5,236
-18,5,-4,236
-18,3,-3,236
-17,2,-7,236
-16,3,-14,236
-16,3,-11,236
-15,5,-9,236
-15,4,-3,236
-14,6,-16,236
-14,6,-8,236
-14,2,-5,236
-14,4,-4,236
-14,5,3,236
-13,3,-8,236
-12,4,-8,236
-12,1,-7,236
-12,3,-5,236
-12,3,-3,236
-11,1,-7,236
-11,7,-5,236
-11,1,-4,236
-11,3,-3,236
-10,5,-4,236
-9,7,-4,236
-9,3,-2,236
-8,6,-4,236
-8,6,-3,236
-8,7,-3,236
-8,3,-2,236
-8,6,3,236
-7,6,-5,236
-7,1,-4,236
-7,4,-4,236
-7,1,-3,236
-7,5,-3,236
-7,2,-2,236
-7,2,0,236
-6,2,-4,236
-6,4,-2,236
-5,2,-4,236
-5,3,-4,236
-5,3,-3,236
-5,3,-3,236
-5,7,-1,236
-5,4,4,236
-5,6,4,236
-5,5,7,236
-4,7,-7,236
-4,1,-5,236
-3,4,-7,236
-3,4,-4,236
-3,5,0,236
-2,5,-4,236
-2,1,-3,236
-2,1,4,236
-1,4,-4,236
-1,5,1,236
-1,3,4,236
-1,2,5,236
-1,5,5,236
0,4,-9,236
0,2,-2,236
1,4,10,236
2,7,-2,236
3,5,3,236
3,6,10,236
4,3,2,236
4,1,8,236
4,2,12,236
5,3,0,236
5,5,0,236
6,5,21,236
7,7,10,236
7,3,12,236
12,3,-5,236
14,7,-4,236
16,7,28,236
19,1,23,236
20,7,2,236
23,7,-4,236
23,4,17,236
34,7,36,236
39,7,-5,236
39,2,-1,236
39,6,33,236
40,3,-9,236
47,1,42,236
47,5,54,236
49,1,48,236
50,7,56,236
54,4,51,236
62,1,69,236
69,7,56,236
77,1,63,236
140,1,98,236
-27,6,-10,237
-27,6,-9,237
-25,4,0,237
-24,3,-8,237
-24,7,-8,237
-20,3,-11,237
-20,3,-9,237
-17,2,-5,237
-16,4,-6,237
-16,2,-3,237
-16,4,-2,237
-16,6,-1,237
-14,5,-7,237
-14,4,-6,237
-13,7,-1,237
-12,4,-3,237
-11,3,-12,237
-11,5,-5,237
-9,2,-6,237
-8,5,-3,237
-8,2,0,237
-8,6,0,237
-7,3,-6,237
-7,1,-4,237
-5,7,-3,237
-5,1,1,237
-4,6,-5,237
-4,7,0,237
-3,5,-5,237
-3,2,-4,237
-3,7,-4,237
-2,3,-4,237
-2,5,-2,237
0,4,-2,237
0,7,1,237
0,4,5,237
3,3,8,237
4,7,1,237
6,2,3,237
8,2,5,237
8,4,7,237
9,7,4,237
10,3,6,237
12,7,-1,237
14,7,-5,237
15,6,1,237
17,2,25,237
19,7,24,237
20,4,-1,237
27,7,1,237
29,5,23,237
29,5,29,237
50,2,15,237
137,1,47,237
185,1,193,237
307,1,314,237
-19,7,-7,238
-9,5,7,238
-8,4,-4,238
-8,2,-2,238
-6,1,-3,238
-4,6,-5,238
-1,5,4,238
10,2,13,238
10,1,18,238
16,3,11,238
32,5,25,238
67,3,-2,238
228,2,230,238
-15,6,-5,239
-13,3,-5,239
-11,6,-5,239
-10,5,-3,239
-10,4,1,239
-9,3,-3,239
-8,4,-7,239
-8,2,-4,239
-7,3,0,239
-7,2,4,239
-6,2,3,239
-5,1,-4,239
-5,6,5,239
-4,3,-2,239
-4,4,-2,239
-4,4,-1,239
-3,6,-5,239
-3,5,-4,239
-3,4,-1,239
-3,7,0,239
-3,4,2,239
-3,3,3,239
-2,1,-3,239
-1,7,-3,239
0,6,-5,239
0,7,4,239
1,1,0,239
1,2,3,239
2,4,4,239
3,7,2,239
3,5,4,239
4,2,4,239
4,7,5,239
4,1,6,239
5,6,7,239
8,5,-2,239
9,5,17,239
13,1,11,239
14,5,18,239
15,5,23,239
20,1,5,239
21,7,-1,239
22,3,6,239
22,5,21,239
23,3,31,239
26,5,29,239
28,2,4,239
31,1,33,239
31,7,38,239
34,4,36,239
39,4,48,239
41,4,40,239
42,1,41,239
45,4,42,239
47,3,51,239
50,7,55,239
99,1,101,239
-19,1,-14,240
-17,6,-2,240
-15,6,-9,240
-14,7,-9,240
-13,2,-8,240
-13,2,-7,240
-8,2,-1,240
-7,4,4,240
-7,4,6,240
-5,3,-2,240
-4,4,-6,240
-4,3,-5,240
-2,2,-5,240
-2,2,-5,240
-2,4,0,240
-1,7,-3,240
0,1,-4,240
4,7,-6,240
6,5,-2,240
10,3,3,240
12,5,16,240
13,1,10,240
17,6,11,240
18,7,9,240
20,6,27,240
24,1,27,240
47,6,36,240
51,6,28,240
66,4,70,240
99,7,63,240
127,4,119,240
189,5,142,240
-24,4,-5,241
-18,2,-8,241
-18,4,-7,241
-14,1,-5,241
-9,1,0,241
-8,2,2,241
-5,2,-4,241
-5,5,-3,241
-5,5,-2,241
-4,2,0,241
-2,7,11,241
5,3,14,241
15,1,8,241
18,7,12,241
23,6,6,241
47,1,58,241
407,2,409,241
-15,4,-1,243
-3,7,7,243
73,4,69,243
101,4,119,243
141,1,161,243
-6,3,-5,246
-2,3,-2,246
4,4,24,246
18,3,-7,246
28,7,38,246
-21,1,-12,247
-20,6,-6,247
-19,5,-9,247
-17,1,-16,247
-17,7,-6,247
-15,6,-10,247
-14,1,-9,247
-14,2,-7,247
-14,2,-7,247
-14,7,-4,247
-13,7,-4,247
-12,6,-3,247
-11,6,-3,247
-10,2,-12,247
-10,2,-9,247
-10,5,-9,247
-9,7,-6,247
-8,7,-4,247
-7,4,-6,247
-6,2,-7,247
-6,1,0,247
-6,5,0,247
-6,5,2,247
-5,7,-8,247
-4,1,-3,247
-3,2,-7,247
-3,4,-7,247
-2,5,5,247
-1,1,1,247
0,5,-6,247
1,7,-7,247
2,5,-8,247
3,3,1,247
9,6,-9,247
11,7,14,247
14,7,-2,247
20,7,12,247
22,4,24,247
25,1,19,247
75,4,78,247
78,4,82,247
-14,1,-6,248
-13,4,-8,248
-13,2,-5,248
-12,4,-5,248
-12,2,-3,248
-10,1,-2,248
-8,3,-5,248
-7,2,-4,248
-6,5,-6,248
-6,6,-1,248
-3,4,-2,248
0,1,-1,248
3,3,4,248
8,1,11,248
10,1,14,248
12,2,9,248
17,7,17,248
27,5,2,248
51,2,50,248
61,6,51,248
75,5,63,248
-27,3,-10,250
-24,2,-10,250
-22,2,-4,250
-19,4,-5,250
-18,3,0,250
-17,1,-8,250
-16,7,-4,250
-15,3,-2,250
-13,2,-9,250
-11,2,-2,250
-10,6,1,250
-9,1,-5,250
-9,6,-2,250
-8,6,-5,250
-8,1,-4,250
-8,2,-4,250
-4,2,-2,250
-2,3,-6,250
-2,5,-3,250
-1,3,10,250
4,6,-5,250
7,3,-8,250
11,5,-6,250
14,3,-5,250
16,4,8,250
23,4,33,250
27,2,31,250
39,6,52,250
71,3,63,250
324,5,338,250
-19,4,-6,251
-17,5,-4,251
-11,7,-3,251
-11,5,0,251
-9,3,-6,251
-8,2,-1,251
-7,5,4,251
-6,7,-4,251
-6,5,6,251
-3,3,0,251
-2,3,1,251
3,2,5,251
12,1,-1,251
12,6,0,251
13,4,12,251
16,4,33,251
21,5,2,251
56,3,71,251
74,4,54,251
85,5,89,251
-22,7,-4,252
-16,7,-1,252
-10,2,-10,252
-10,2,-4,252
-10,5,0,252
-4,3,-4,252
0,4,-6,252
12,7,-3,252
366,7,367,252
-20,4,-7,253
-19,2,-9,253
-14,7,-10,253
-13,5,-2,253
-11,3,-4,253
-9,5,-5,253
-9,2,2,253
-7,3,-10,253
-5,1,-10,253
-4,3,-5,253
-2,4,13,253
2,6,3,253
6,5,-2,253
9,5,5,253
13,4,17,253
21,7,2,253
29,3,18,253
53,6,54,253
-21,2,-4,255
-17,1,-3,255
-15,6,-7,255
-14,2,-8,255
-14,5,-1,255
-13,2,-4,255
-13,3,-4,255
-13,4,-4,255
-12,5,1,255
-11,3,-8,255
-11,7,2,255
-10,4,2,255
-10,4,4,255
-9,7,-4,255
-9,6,0,255
-8,6,-2,255
-8,6,4,255
-7,2,-4,255
-7,7,-4,255
-7,3,0,255
-7,7,3,255
-6,1,-1,255
-6,4,1,255
-5,5,-4,255
-5,3,-2,255
-4,6,-3,255
-4,6,-2,255
-4,4,-1,255
-4,6,0,255
-4,2,6,255
-3,6,-3,255
-3,1,-2,255
-2,2,-1,255
-1,2,-1,255
-1,4,-1,255
0,5,1,255
1,7,-5,255
1,4,-1,255
1,1,9,255
2,6,-7,255
2,5,1,255
2,6,9,255
3,1,0,255
6,3,14,255
7,6,-9,255
7,3,-3,255
7,3,17,255
8,1,8,255
9,5,15,255
10,1,15,255
11,3,7,255
12,1,1,255
13,5,11,255
15,4,20,255
15,5,21,255
15,1,28,255
16,2,12,255
16,1,24,255
18,1,21,255
20,6,23,255
22,3,24,255
23,1,16,255
28,6,26,255
28,5,34,255
28,4,36,255
31,1,37,255
32,1,45,255
40,5,52,255
50,4,65,255
72,1,68,255
87,7,62,255
97,7,101,255
99,4,94,255
133,1,149,255
-15,1,-5,257
-13,1,-2,257
-11,2,-5,257
-9,7,-2,257
-7,5,-5,257
-7,5,-1,257
-5,3,-1,257
-3,7,-6,257
-2,7,-4,257
0,2,0,257
6,7,-3,257
37,2,31,257
-27,7,-11,258
-17,2,-10,258
-15,2,-2,258
-14,5,-2,258
-13,5,-4,258
-13,1,-1,258
-12,5,-3,258
-12,7,2,258
-11,2,-8,258
-11,6,-3,258
-11,3,-2,258
-10,3,-7,258
-10,5,-4,258
-10,7,-3,258
-8,3,-5,258
-8,2,8,258
-6,3,8,258
-5,2,0,258
-4,1,-7,258
-4,7,-6,258
-4,2,-3,258
-2,1,6,258
-1,1,-4,258
-1,4,2,258
0,2,2,258
1,1,3,258
2,3,-4,258
2,4,9,258
2,3,10,258
5,5,5,258
5,2,10,258
6,6,12,258
9,2,13,258
11,3,15,258
18,7,12,258
19,4,19,258
19,5,28,258
22,1,31,258
23,7,28,258
24,1,29,258
29,5,38,258
34,4,35,258
35,4,37,258
43,2,52,258
46,4,42,258
75,2,79,258
76,1,74,258
97,5,98,258
113,5,53,258
159,5,112,258
222,3,180,258
-22,6,-8,259
-17,5,0,259
-14,4,-2,259
-14,6,-2,259
-11,7,-4,259
-11,3,-1,259
-10,6,-3,259
-8,3,-3,259
-8,7,-2,259
-7,5,4,259
-5,5,-8,259
-5,4,-3,259
1,4,0,259
5,5,2,259
8,4,-3,259
9,5,-1,259
42,7,26,259
199,2,195,259
-26,2,-10,260
-11,4,-3,260
53,7,46,260
58,3,71,260
-19,2,-12,261
-15,2,-6,261
-9,2,-6,261
-9,7,-3,261
-7,3,-6,261
-3,4,-6,261
-2,5,-8,261
-2,5,-6,261
0,1,-4,261
2,4,-3,261
2,2,-2,261
4,4,-6,261
7,5,13,261
12,2,-10,261
14,3,-7,261
57,1,59,261
112,7,116,261
144,4,150,261
-24,1,-12,262
-11,3,-11,262
-10,2,-7,262
-8,1,-9,262
-2,6,2,262
-1,1,-8,262
-1,1,-5,262
1,2,0,262
5,7,-7,262
8,5,0,262
34,4,24,262
57,4,22,262
-14,5,-5,264
-12,7,-13,264
-8,2,5,264
-3,5,12,264
-2,5,-5,264
-1,4,3,264
13,2,-10,264
15,3,0,264
23,2,-8,264
232,7,235,264
-14,5,-4,265
-10,3,-10,265
-9,1,-2,265
-7,2,-6,265
-7,7,0,265
-4,1,-6,265
-3,4,0,265
-2,3,0,265
-1,7,-2,265
-1,3,-1,265
1,5,-7,265
2,3,-1,265
2,6,14,265
5,2,-3,265
7,4,18,265
20,1,-7,265
21,6,8,265
25,3,27,265
40,2,50,265
42,7,0,265
47,5,31,265
52,4,57,265
73,2,101,265
74,6,60,265
97,3,44,265
122,4,90,265
217,7,188,265
-32,3,-10,266
-15,6,-8,266
-12,7,-1,266
-8,7,-3,266
-8,7,0,266
-7,2,-8,266
-6,6,-7,266
-5,2,-10,266
-5,3,-6,266
-4,1,-11,266
-3,3,3,266
1,6,-5,266
5,6,-3,266
10,5,8,266
17,3,3,266
20,1,20,266
31,4,26,266
32,7,6,266
73,3,91,266
183,6,160,266
626,4,620,266
-45,7,-9,268
-35,6,-10,268
-23,4,-8,268
-21,1,-4,268
-17,6,1,268
-15,5,-8,268
-15,6,3,268
-10,1,-5,268
-9,6,-5,268
-9,2,-4,268
-8,7,-10,268
-6,4,-8,268
-1,3,-2,268
0,6,0,268
3,4,-6,268
6,3,-6,268
6,4,0,268
9,3,15,268
10,6,-3,268
10,7,7,268
24,3,-5,268
43,4,0,268
45,3,0,268
72,2,81,268
91,2,87,268
260,1,267,268
-23,3,-5,270
-19,2,-8,270
